"name","mean1","mean2","sd1","sd2","NA","NA"
"PA1",0.881375,0.966625,0.884625,0.103705541248837,0.0559104833001571,0.110807345682237
"PA2",0.883875,0.974375,0.90675,0.135013689782079,0.0407569012561063,0.107639278545122
