"algo","expl.var","Mean_Importance"
"GBM","bio2",0.209841222222222
"GBM","bio3",0.0383156666666667
"GBM","bio4",0.342980703703704
"GBM","bio6",0.0900784814814815
"RF","bio2",0.200454777777778
"RF","bio3",0.0925887407407407
"RF","bio4",0.259110407407407
"RF","bio6",0.12005937037037
