"name","mean1","mean2","sd1","sd2","NA","NA"
"GBM",0.809222222222222,0.966888888888889,0.83,0.0287348994159444,0.00738993309246513,0.0245458754172671
"RF",0.911333333333333,0.992555555555556,0.932444444444444,0.031004031995855,0.00357460176492121,0.0244699362029772
