"name","mean1","mean2","sd1","sd2","NA","NA"
"GBM",0.959555555555555,0.998444444444444,0.965777777777778,0.0100263541617967,0.00072648315725678,0.00791798234681314
"RF",0.980888888888889,0.999666666666667,0.988666666666667,0.00693621734889494,5e-04,0.00676387462923435
