"name","mean1","mean2","sd1","sd2","NA","NA"
"RUN1",0.94675,0.991375,0.97075,0.0474243758901625,0.0138866585510801,0.0248926265617523
"RUN2",0.96525,0.998125,0.97825,0.026810179303498,0.0017268882005338,0.0185530128473595
