"name","mean1","mean2","sd1","sd2","NA","NA"
"RUN1",0.974333333333333,0.999,0.979,0.0121271046283384,0.00109544511501033,0.014226735395023
"RUN2",0.967166666666667,0.999,0.976666666666667,0.0134077092251684,0.000894427190999917,0.0143759057685652
"RUN3",0.969166666666667,0.999166666666667,0.976,0.0169636867062165,0.000752772652709082,0.0151657508881031
