"name","mean1","mean2","sd1","sd2","NA","NA"
"PA1",0.95825,0.99475,0.978,0.0384698397634897,0.011259916264596,0.0223287130970736
"PA2",0.95375,0.99475,0.971,0.0408892231697861,0.00975045786470711,0.021666300363204
