"name","mean1","mean2","sd1","sd2","NA","NA"
"PA1",0.976,0.999,0.979666666666667,0.0103923048454133,0,0.00723417813807024
"PA2",0.982,0.999333333333333,0.984,0.018,0.00115470053837925,0.0183303027798234
"PA3",0.988,1,0.992,0.0103923048454133,0,0.00692820323027551
