"name","mean1","mean2","sd1","sd2","NA","NA"
"RUN1",0.982,0.999666666666667,0.988,0,0.000577350269189626,0
"RUN2",0.982,0.999,0.98,0.018,0.001,0.0183303027798234
"RUN3",0.982,0.999666666666667,0.987666666666667,0.018,0.000577350269189626,0.0125033328890074
