"algo","expl.var","Mean_Importance"
"RF","bio14","0.006796000"
"RF","bio15","0.006120333"
"RF","bio2","0.115603000"
"RF","bio3","0.050590000"
"RF","bio4","0.080527333"
"RF","bio6","0.017706000"
"RF","bio7","0.007515000"
"RF","ndvi","0.013678000"
"RF","pop","0.015904667"
