"name","mean1","mean2","sd1","sd2","NA","NA"
"GBM",0.9615,0.99825,0.9585,0.0141539158303748,0.000957427107756339,0.0106301458127347
"GLM",0.954,0.9895,0.9575,0.0341760149812701,0.0157797338380595,0.0309892454463372
"RF",0.984,1,0.98525,0,0,0.00340342964277703
