"name","mean1","mean2","sd1","sd2","NA","NA"
"PA1",0.971833333333333,0.9995,0.974666666666667,0.0122051901528271,0.000547722557505167,0.0123558353285671
"PA2",0.98,0.9995,0.9805,0.0110272390016722,0.000547722557505167,0.0128023435354626
"PA3",0.969333333333333,0.998666666666667,0.97,0.0117756811551038,0.00103279555898865,0.0120830459735946
