"full.name","PA","run","algo","metric.eval","cutoff","sensitivity","specificity","calibration","validation","evaluation"
"Opuntia_PA2_RUN3_GBM","PA2","RUN3","GBM","TSS",542,97.059,96.875,0.939,0.83,NA
"Opuntia_PA2_RUN3_GBM","PA2","RUN3","GBM","ROC",541,97.059,96.875,0.995,0.967,NA
"Opuntia_PA3_RUN1_RF","PA3","RUN1","RF","KAPPA",278,100,98.75,0.984,0.903,NA
"Opuntia_PA3_RUN1_RF","PA3","RUN1","RF","TSS",278,100,98.75,0.988,0.91,NA
"Opuntia_PA3_RUN1_RF","PA3","RUN1","RF","ROC",307,100,99.375,1,0.998,NA
"Opuntia_PA3_RUN1_GBM","PA3","RUN1","GBM","KAPPA",578,97.059,99.375,0.968,0.967,NA
"Opuntia_PA3_RUN1_GBM","PA3","RUN1","GBM","TSS",578,97.059,99.375,0.964,0.96,NA
"Opuntia_PA3_RUN1_GBM","PA3","RUN1","GBM","ROC",578.5,97.059,99.375,0.998,0.997,NA
"Opuntia_PA3_RUN2_RF","PA3","RUN2","RF","KAPPA",298,100,99.375,0.992,0.936,NA
"Opuntia_PA3_RUN2_RF","PA3","RUN2","RF","TSS",298,100,99.375,0.994,0.95,NA
"Opuntia_PA3_RUN2_RF","PA3","RUN2","RF","ROC",296,100,99.375,1,1,NA
"Opuntia_PA3_RUN2_GBM","PA3","RUN2","GBM","KAPPA",410.5,100,96.875,0.96,0.874,NA
"Opuntia_PA3_RUN2_GBM","PA3","RUN2","GBM","TSS",410.5,100,96.875,0.969,0.9,NA
"Opuntia_PA3_RUN2_GBM","PA3","RUN2","GBM","ROC",411,100,96.875,0.999,1,NA
"Opuntia_PA3_RUN3_RF","PA3","RUN3","RF","KAPPA",288,100,98.75,0.984,1,NA
"Opuntia_PA3_RUN3_RF","PA3","RUN3","RF","TSS",288,100,98.75,0.988,1,NA
"Opuntia_PA3_RUN3_RF","PA3","RUN3","RF","ROC",284,100,98.75,1,1,NA
"Opuntia_PA3_RUN3_GBM","PA3","RUN3","GBM","KAPPA",579,96.078,99.375,0.96,0.967,NA
"Opuntia_PA3_RUN3_GBM","PA3","RUN3","GBM","TSS",579,96.078,99.375,0.955,0.96,NA
"Opuntia_PA3_RUN3_GBM","PA3","RUN3","GBM","ROC",476.5,97.059,98.75,0.998,1,NA
