"name","mean1","mean2","sd1","sd2","NA","NA"
"GBM",0.953777777777778,0.997222222222222,0.955666666666667,0.0186666666666666,0.00210818510677892,0.0160545943580023
"RF",0.977888888888889,0.999444444444444,0.982444444444444,0.0166165914408194,0.000881917103688198,0.0132298064149774
