"name","mean1","mean2","sd1","sd2","NA","NA"
"PA1",0.944,0.991833333333333,0.947666666666667,0.0281709069786544,0.00998832651982637,0.0273617738216415
"PA2",0.965333333333333,0.998,0.9655,0.0148951893800202,0.00189736659610103,0.0180194339533738
