"name","mean1","mean2","sd1","sd2","NA","NA"
"GBM",0.857,0.98025,0.8715,0.0241384893203089,0.00377491721763538,0.021
"GLM",0.5045,0.8205,0.54925,0.0596238207430554,0.01654287359157,0.0386555300054209
"RF",0.9685,0.99775,0.9755,0.00900000000000001,0.00221735578260835,0.00981495457622365
