"name","mean1","mean2","sd1","sd2","NA","NA"
"GBM",0.823555555555556,0.974555555555556,0.834777777777778,0.0245311593239654,0.00626719855898773,0.0215857463258615
"RF",0.935555555555556,0.993222222222222,0.936777777777778,0.0273272350920794,0.00258736244937667,0.0286434014119211
