"name","mean1","mean2","sd1","sd2","NA","NA"
"PA1",0.793833333333333,0.9385,0.816,0.203124017946344,0.0826867583111105,0.186154774314279
"PA2",0.7595,0.927166666666667,0.7815,0.233296163706136,0.0923394101490077,0.211844046411505
