"name","mean1","mean2","sd1","sd2","NA","NA"
"RUN1",0.758166666666667,0.931666666666667,0.793666666666667,0.231283736277903,0.0892629075633696,0.198628967340282
"RUN2",0.795166666666667,0.934,0.803833333333333,0.205134508717248,0.0864268476805674,0.201817161477082
