"name","mean1","mean2","sd1","sd2","NA","NA"
"RUN1",0.945833333333333,0.994833333333333,0.952833333333333,0.053674637089287,0.00567156650905786,0.0483256315702823
"RUN2",0.934333333333333,0.994166666666667,0.944666666666667,0.0683481284796202,0.00646271356836018,0.0567086119268199
"RUN3",0.9265,0.993333333333333,0.940333333333333,0.0772935961124853,0.00776316086827181,0.0637045262651459
