"name","mean1","mean2","sd1","sd2","NA","NA"
"GBM",0.9075,0.98825,0.9315,0.0161967074843418,0.00189296944860009,0.0123423390543824
"GLM",0.847,0.9465,0.8705,0.176940668021798,0.0645677938294317,0.149535948855116
"RF",0.9775,0.99925,0.98175,0.00900000000000001,5e-04,0.00722841614740049
