"name","mean1","mean2","sd1","sd2","NA","NA"
"GBM",0.877111111111111,0.988222222222222,0.895888888888889,0.0288029705258175,0.00258736244937667,0.019820724283212
"RF",0.994,1,0.996,0.00900000000000001,0,0.00600000000000001
