"name","mean1","mean2","sd1","sd2","NA","NA"
"RUN1",0.981333333333333,0.999666666666667,0.983333333333333,0.00461880215351701,0.000577350269189626,0.00404145188432738
"RUN2",0.981333333333333,0.999666666666667,0.984333333333333,0.00461880215351701,0.000577350269189626,0.00351188458428425
"RUN3",0.984,1,0.987666666666667,0.00800000000000001,0,0.00650640709864772
