"name","mean1","mean2","sd1","sd2","NA","NA"
"PA1",0.986666666666667,1,0.99,0.00461880215351701,0,0.00346410161513776
"PA2",0.984,1,0.984333333333333,0,0,0.00351188458428425
"PA3",0.976,0.999333333333333,0.981,0,0.000577350269189626,0
